time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2018-07-28T00:53:51.100Z,19.3961666666667,-155.265333333333,0.03,3.41,ml,26,44,,0.12,hv,hv70486257,2022-04-11T22:09:45.650Z,"6 km SSW of Volcano, Hawaii",earthquake,0.19,0.12,0.162318527738454,12,reviewed,hv,hv
2018-09-30T20:46:45.140Z,19.5121667,-155.6591667,5.27,3.41,ml,56,27,0.0322,0.13,hv,hv70622967,2018-12-01T16:43:42.040Z,"22 km ENE of Honaunau-Napoopoo, Hawaii",earthquake,0.24,0.35,0.15,53,reviewed,hv,hv
2018-07-16T16:42:04.990Z,19.4081666666667,-155.277333333333,0.64,3.4,ml,23,34,,0.11,hv,hv70431867,2022-05-17T21:18:41.770Z,"5 km SW of Volcano, Hawaii",earthquake,0.16,0.18,0.150467234773955,13,reviewed,hv,hv
2018-07-19T15:54:35.220Z,19.3547,-155.2709,1.13,3.4,ml,,62,0.034,0.35,us,us2000g92l,2018-10-04T14:15:27.040Z,"10 km SSW of Volcano, Hawaii",earthquake,1.1,6.3,0.057,40,reviewed,us,us
2018-07-20T00:38:12.950Z,19.4088,-155.2836,1.07,3.4,ml,,35,0.014,0.35,us,us2000gdlc,2018-10-04T14:15:29.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.7,4.3,0.069,28,reviewed,us,us
2018-07-21T03:13:51.590Z,19.4165,-155.2745,0.13,3.4,ml,23,45,0.008716,0.12,hv,hv70453137,2018-10-04T14:15:29.040Z,"5 km SW of Volcano, Hawaii",earthquake,0.11,0.13,0.149,17,reviewed,hv,hv
2018-07-22T20:01:41.790Z,19.399,-155.269,0.23,3.4,ml,30,49,0.002901,0.1,hv,hv70461477,2018-10-04T14:15:29.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.12,0.14,0.246,13,reviewed,hv,hv
2018-07-29T17:11:13.940Z,19.4165,-155.277,0.83,3.4,ml,26,51,0.006797,0.08,hv,hv70494122,2021-07-14T21:11:15.982Z,"5 km WSW of Volcano, Hawaii",earthquake,0.14,0.1,0.148,45,reviewed,hv,hv
2018-07-11T15:42:48.350Z,19.3983326,-155.264328,-0.06,3.39,ml,54,35,0.001611,0.32,hv,hv70398016,2018-10-02T16:40:34.040Z,"5 km SSW of Volcano, Hawaii",earthquake,0.24,0.19,3.34,37,automatic,hv,hv
2018-07-12T22:46:54.550Z,19.4051666666667,-155.286666666667,0.61,3.39,md,22,42,,0.11,hv,hv70413987,2023-09-07T02:35:13.390Z,"6 km SW of Volcano, Hawaii",earthquake,0.14,0.15,0.226793474743773,6,reviewed,hv,hv
2018-07-13T00:39:55.440Z,19.4138333,-155.2778333,0.83,3.39,ml,31,46,0.007033,0.09,hv,hv70414342,2022-08-08T06:00:48.574Z,"5 km SW of Volcano, Hawaii",earthquake,0.15,0.12,0.171,44,reviewed,hv,hv
2018-07-19T10:38:11.990Z,19.4128333,-155.2636667,0.32,3.39,ml,25,84,0.003653,0.09,hv,hv70445007,2018-10-04T14:15:27.040Z,"4 km SW of Volcano, Hawaii",earthquake,0.12,0.09,0.126,14,reviewed,hv,hv
2018-07-19T15:39:54.610Z,19.4131666666667,-155.274833333333,0.78,3.39,ml,19,43,,0.09,hv,hv70446017,2022-04-13T02:18:27.220Z,"5 km SW of Volcano, Hawaii",earthquake,0.16,0.18,0.182451207122783,9,reviewed,hv,hv
2018-07-20T20:26:18.020Z,19.4163333,-155.2778333,0.62,3.39,ml,50,37,0.006058,0.12,hv,hv70451767,2021-03-01T21:48:36.575Z,"5 km WSW of Volcano, Hawaii",earthquake,0.14,0.1,0.168,42,reviewed,hv,hv
2018-07-21T09:55:10.460Z,19.4091667,-155.2691667,0.48,3.39,ml,24,42,0.009237,0.07,hv,hv70454477,2018-10-04T14:15:28.040Z,"5 km SW of Volcano, Hawaii",earthquake,0.14,0.17,0.2,49,reviewed,hv,hv
2018-07-29T20:02:18.540Z,19.4,-155.2723333,1.47,3.39,ml,28,45,0.004771,0.1,hv,hv70494657,2019-01-30T02:29:09.257Z,"6 km SW of Volcano, Hawaii",earthquake,0.22,0.19,0.109,12,reviewed,hv,hv
2018-07-12T18:01:58.430Z,19.4093333,-155.281,0.82,3.38,ml,55,25,0.008786,0.11,hv,hv70413082,2018-10-02T16:40:36.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.13,0.08,0.168,48,reviewed,hv,hv
2018-07-12T21:55:39.050Z,19.4131667,-155.2645,0.32,3.38,ml,29,75,0.004494,0.1,hv,hv70413862,2018-10-02T16:40:36.040Z,"4 km SW of Volcano, Hawaii",earthquake,0.13,0.1,0.226,19,reviewed,hv,hv
2018-07-15T12:51:23.120Z,19.411,-155.2686667,0.72,3.38,ml,22,50,0.008366,0.07,hv,hv70426487,2019-10-19T00:54:44.340Z,"5 km SW of Volcano, Hawaii",earthquake,0.13,0.16,0.158,15,reviewed,hv,hv
2018-07-19T14:42:31.860Z,19.3996667,-155.268,0.32,3.38,ml,24,65,0.002337,0.11,hv,hv70445837,2019-01-18T20:43:43.553Z,"5 km SW of Volcano, Hawaii",earthquake,0.14,0.14,0.251,24,reviewed,hv,hv
2018-07-21T15:34:21.540Z,19.4106667,-155.2683333,0.7,3.38,ml,25,50,0.008106,0.08,hv,hv70455747,2018-10-04T14:15:29.040Z,"5 km SW of Volcano, Hawaii",earthquake,0.16,0.16,0.265,9,reviewed,hv,hv
2018-07-29T16:50:20.020Z,19.4095,-155.2846667,0.32,3.38,ml,48,20,0.008137,0.11,hv,hv70494062,2018-10-09T16:43:26.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.11,0.1,0.177,48,reviewed,hv,hv
2018-07-14T01:22:52.910Z,19.4031667,-155.2748333,1.24,3.37,ml,24,46,0.007839,0.1,hv,hv70419062,2018-10-02T16:40:30.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.14,0.14,0.235,27,reviewed,hv,hv
2018-07-15T07:05:50.260Z,19.4023333333333,-155.254333333333,-1.1,3.37,ml,24,115,,0.5,hv,hv70425262,2023-09-19T00:32:54.000Z,"4 km SSW of Volcano, Hawaii",earthquake,0.37,0.45,0.121692238695904,10,reviewed,hv,hv
2018-07-26T08:34:50.970Z,19.3941667,-155.2788333,-0.84,3.37,ml,42,41,0.005043,0.13,hv,hv70478312,2019-02-02T02:10:19.443Z,"7 km SW of Volcano, Hawaii",earthquake,0.11,0.17,0.15,37,reviewed,hv,hv
2018-07-27T23:00:53.410Z,19.4088333,-155.261,0.46,3.37,ml,25,78,0.003406,0.11,hv,hv70485937,2018-10-09T16:43:25.040Z,"4 km SW of Volcano, Hawaii",earthquake,0.13,0.12,0.165,24,reviewed,hv,hv
2018-07-28T12:36:17.800Z,19.4076667,-155.2856667,1.32,3.37,ml,25,46,0.01005,0.09,hv,hv70488492,2018-10-09T16:43:25.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.16,0.13,0.184,49,reviewed,hv,hv
2018-07-31T03:45:17.390Z,19.4016667,-155.2646667,0.15,3.37,ml,29,52,0.003642,0.09,hv,hv70500812,2019-03-09T01:06:58.020Z,"5 km SW of Volcano, Hawaii",earthquake,0.12,0.1,0.147,17,reviewed,hv,hv
2018-07-31T16:42:29.000Z,19.3978333,-155.2621667,0.06,3.37,ml,30,55,0.003671,0.12,hv,hv70503552,2019-01-29T21:39:57.608Z,"5 km SSW of Volcano, Hawaii",earthquake,0.11,0.12,0.243,12,reviewed,hv,hv
2018-08-01T13:02:49.540Z,19.4181667,-155.2761667,0.93,3.36,ml,52,31,0.006693,0.09,hv,hv70507457,2018-10-16T15:34:10.040Z,"5 km WSW of Volcano, Hawaii",earthquake,0.14,0.11,0.152,45,reviewed,hv,hv
2018-08-02T03:20:27.200Z,19.4155,-155.2755,0.48,3.36,ml,23,42,0.008394,0.1,hv,hv70510232,2019-01-16T19:47:29.716Z,"5 km SW of Volcano, Hawaii",earthquake,0.12,0.13,0.169,40,reviewed,hv,hv
2018-08-02T03:24:43.420Z,19.4066667,-155.2861667,1.39,3.36,ml,44,24,0.01111,0.1,hv,hv70510242,2018-08-29T22:11:37.835Z,"6 km SW of Volcano, Hawaii",earthquake,0.16,0.11,0.193,43,reviewed,hv,hv
2018-07-11T08:37:04.430Z,19.4013333,-155.264,0.14,3.36,ml,36,62,0.003624,0.09,hv,hv70396451,2022-08-08T05:57:44.725Z,"5 km SW of Volcano, Hawaii",earthquake,0.1,0.1,0.152,18,reviewed,hv,hv
2018-07-12T19:17:19.040Z,19.4163333333333,-155.270666666667,0.95,3.36,ml,21,57,,0.1,hv,hv70413327,2023-09-06T21:28:01.440Z,"4 km SW of Volcano, Hawaii",earthquake,0.14,0.12,0.177248707895465,10,reviewed,hv,hv
2018-07-13T20:39:05.110Z,19.413,-155.262,0.18,3.36,ml,50,36,0.0022,0.12,hv,hv70418147,2018-10-02T16:40:40.040Z,"4 km SW of Volcano, Hawaii",earthquake,0.13,0.1,0.158,40,reviewed,hv,hv
2018-07-14T02:34:42.840Z,19.3765,-155.293833333333,0.41,3.36,ml,23,54,,0.31,hv,hv70419317,2023-09-12T20:23:56.350Z,"9 km SW of Volcano, Hawaii",earthquake,0.26,0.42,0.186924666592666,11,reviewed,hv,hv
2018-07-21T14:54:54.240Z,19.4133339,-155.264328,0.35,3.36,ml,50,36,0.00438,0.24,hv,hv70455597,2018-10-04T14:15:29.040Z,"4 km SW of Volcano, Hawaii",earthquake,0.21,0.14,3.32,37,automatic,hv,hv
2018-07-24T11:08:57.140Z,19.4001667,-155.2736667,1.26,3.36,ml,40,42,0.004774,0.1,hv,hv70469357,2019-02-06T00:17:43.510Z,"6 km SW of Volcano, Hawaii",earthquake,0.13,0.1,0.178,15,reviewed,hv,hv
2018-07-24T16:40:17.390Z,19.4081667,-155.2863333,1.26,3.36,ml,23,48,0.009679,0.07,hv,hv70470497,2018-10-09T16:43:22.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.23,0.21,0.176,48,reviewed,hv,hv
2018-07-29T15:34:51.160Z,19.3991667,-155.2728333,0.24,3.36,ml,32,45,0.003855,0.09,hv,hv70493817,2019-01-31T00:20:18.110Z,"6 km SW of Volcano, Hawaii",earthquake,0.11,0.11,0.249,22,reviewed,hv,hv
2018-07-19T17:20:29.740Z,19.4081667,-155.278,0.86,3.35,ml,21,44,0.01106,0.09,hv,hv70446387,2018-10-04T14:15:27.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.15,0.15,0.192,46,reviewed,hv,hv
2018-07-19T19:47:53.410Z,19.4341666666667,-155.255333333333,-0.14,3.35,ml,20,147,,0.16,hv,hv70446832,2023-10-09T23:16:53.970Z,"Island of Hawaii, Hawaii",earthquake,0.16,0.19,0.0377815551986775,1,reviewed,hv,hv
2018-07-21T02:24:15.050Z,19.4106667,-155.2766667,0.78,3.35,ml,22,45,0.00988,0.11,hv,hv70452987,2018-10-04T14:15:25.040Z,"5 km SW of Volcano, Hawaii",earthquake,0.16,0.18,0.253,14,reviewed,hv,hv
2018-07-25T14:13:53.730Z,19.3996667,-155.2745,1.44,3.35,ml,27,47,0.004352,0.08,hv,hv70474717,2018-10-09T16:43:23.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.18,0.19,0.132,18,reviewed,hv,hv
2018-07-25T23:00:13.910Z,19.413,-155.280333333333,0.73,3.35,ml,22,56,,0.09,hv,hv70476442,2023-11-07T00:07:35.370Z,"5 km SW of Volcano, Hawaii",earthquake,0.14,0.17,0.131398909520447,8,reviewed,hv,hv
2018-07-26T00:41:56.800Z,19.411,-155.273,0.84,3.35,ml,24,41,0.01239,0.09,hv,hv70476742,2018-10-09T16:43:23.040Z,"5 km SW of Volcano, Hawaii",earthquake,0.14,0.14,0.189,17,reviewed,hv,hv
2018-08-02T14:04:07.440Z,19.4081667,-155.2606667,0.08,3.35,ml,34,54,0.00397,0.13,hv,hv70512242,2018-10-16T15:34:07.040Z,"4 km SW of Volcano, Hawaii",earthquake,0.12,0.13,0.176,32,reviewed,hv,hv
2018-08-04T07:08:26.080Z,19.4063333,-155.286,1.48,3.35,ml,52,23,0.01141,0.11,hv,hv70519847,2018-10-16T15:34:08.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.14,0.09,0.185,51,reviewed,hv,hv
2018-08-04T11:16:14.420Z,19.4081667,-155.284,1.31,3.35,ml,52,19,0.009446,0.12,hv,hv70520567,2018-10-16T15:34:08.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.17,0.11,0.184,40,reviewed,hv,hv
2018-09-11T18:54:09.200Z,19.7553333,-155.566,17.19,3.34,ml,38,70,,0.15,hv,hv70588612,2019-04-04T21:01:44.340Z,"31 km SE of Waikoloa, Hawaii",earthquake,0.39,0.68,0.187,53,reviewed,hv,hv
2018-07-13T23:07:19.140Z,19.4108333,-155.2791667,-0.31,3.34,ml,39,30,0.008234,0.14,hv,hv70418627,2022-08-08T06:05:31.700Z,"5 km SW of Volcano, Hawaii",earthquake,0.13,0.14,0.233,22,reviewed,hv,hv
2018-07-18T01:45:56.870Z,19.4153333,-155.2608333,0.52,3.34,ml,33,85,0.003353,0.1,hv,hv70438427,2018-10-04T14:15:26.040Z,"4 km SW of Volcano, Hawaii",earthquake,0.14,0.09,0.21,43,reviewed,hv,hv
2018-07-21T06:56:33.440Z,19.4135,-155.266,0.41,3.34,ml,25,76,0.005948,0.09,hv,hv70453822,2018-10-04T14:15:28.040Z,"4 km SW of Volcano, Hawaii",earthquake,0.13,0.13,0.168,24,reviewed,hv,hv
2018-07-22T14:46:22.720Z,19.41,-155.269,0.88,3.34,ml,24,46,,0.09,hv,hv70460432,2022-06-09T22:13:57.940Z,"5 km SW of Volcano, Hawaii",earthquake,0.17,0.17,0.155494676821264,8,reviewed,hv,hv
2018-07-11T07:11:19.890Z,19.4133333,-155.2596667,0.34,3.33,ml,26,105,0.001256,0.1,hv,hv70396161,2018-10-02T16:40:34.040Z,"4 km SW of Volcano, Hawaii",earthquake,0.12,0.09,0.186,15,reviewed,hv,hv
2018-07-12T17:47:36.830Z,19.411,-155.275666666667,0.92,3.33,ml,26,45,,0.09,hv,hv70413047,2023-09-06T20:05:42.160Z,"5 km SW of Volcano, Hawaii",earthquake,0.12,0.11,0.209363346189045,12,reviewed,hv,hv
2018-07-15T07:02:24.380Z,19.4,-155.266,0.38,3.33,ml,34,56,0.001749,0.11,hv,hv70425247,2019-02-12T21:56:43.070Z,"5 km SW of Volcano, Hawaii",earthquake,0.14,0.11,0.326,23,reviewed,hv,hv
2018-07-17T23:22:44.530Z,19.4133333,-155.2651667,0.4,3.33,ml,25,80,0.005144,0.09,hv,hv70437882,2018-10-04T14:15:26.040Z,"4 km SW of Volcano, Hawaii",earthquake,0.13,0.1,0.21,17,reviewed,hv,hv
2018-07-30T17:29:35.390Z,19.4153333,-155.2773333,0.77,3.33,ml,50,30,0.006791,0.1,hv,hv70498762,2019-01-30T21:42:41.260Z,"5 km WSW of Volcano, Hawaii",earthquake,0.12,0.08,0.158,40,reviewed,hv,hv
2018-07-11T08:52:37.300Z,19.4141667,-155.2625,0.43,3.32,ml,32,77,0.003226,0.08,hv,hv70396521,2018-10-02T16:40:34.040Z,"4 km SW of Volcano, Hawaii",earthquake,0.13,0.12,0.177,22,reviewed,hv,hv
2018-07-14T03:58:31.130Z,19.4068333333333,-155.286166666667,0.26,3.32,ml,21,44,,0.1,hv,hv70419592,2023-09-12T21:42:50.790Z,"6 km SW of Volcano, Hawaii",earthquake,0.11,0.13,0.223403010049047,13,reviewed,hv,hv
2018-07-15T10:09:49.900Z,19.4118333,-155.2816667,0.7,3.32,ml,23,56,0.006235,0.09,hv,hv70425932,2019-10-19T00:51:42.620Z,"6 km SW of Volcano, Hawaii",earthquake,0.13,0.13,0.192,13,reviewed,hv,hv
2018-07-21T19:28:01.130Z,19.3968333,-155.2766667,-0.45,3.32,ml,44,41,0.003205,0.14,hv,hv70456627,2018-10-04T14:15:29.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.12,0.13,0.175,49,reviewed,hv,hv
2018-07-25T19:09:58.650Z,19.4005,-155.2633333,0.18,3.32,ml,24,80,0.003396,0.12,hv,hv70475677,2018-10-09T16:43:23.040Z,"5 km SSW of Volcano, Hawaii",earthquake,0.11,0.11,0.249,21,reviewed,hv,hv
2018-10-07T18:59:13.950Z,19.3283333,-155.129,6.13,3.32,ml,40,123,0.04225,0.11,hv,hv70637597,2022-08-08T08:59:14.416Z,"15 km S of Fern Forest, Hawaii",earthquake,0.34,0.67,0.201,55,reviewed,hv,hv
2018-10-12T10:51:08.590Z,19.5025,-155.2848333,9.54,3.32,ml,63,39,0.04306,0.1,hv,hv70646927,2019-10-25T22:21:57.810Z,"8 km NW of Volcano, Hawaii",earthquake,0.23,0.44,0.187,54,reviewed,hv,hv
2018-07-31T17:06:02.990Z,19.3968333,-155.2736667,1,3.31,ml,39,40,0.001458,0.11,hv,hv70503647,2019-03-01T21:39:27.980Z,"6 km SW of Volcano, Hawaii",earthquake,0.15,0.11,0.188,18,reviewed,hv,hv
2018-08-02T03:33:59.740Z,19.3793333,-155.2615,-0.54,3.31,ml,23,102,0.01141,0.11,hv,hv70510267,2018-10-16T15:34:07.040Z,"7 km SSW of Volcano, Hawaii",earthquake,0.11,0.14,0.205,22,reviewed,hv,hv
2018-08-02T10:23:32.220Z,19.3998333,-155.2755,1.37,3.31,ml,22,50,0.004775,0.08,hv,hv70511572,2019-10-21T23:00:51.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.2,0.25,0.182,11,reviewed,hv,hv
2018-10-09T09:05:25.540Z,19.513,-155.6586667,4.15,3.31,ml,41,44,0.03124,0.14,hv,hv70640502,2022-08-08T09:03:11.732Z,"22 km ENE of Honaunau-Napoopoo, Hawaii",earthquake,0.27,0.51,0.177,52,reviewed,hv,hv
2018-07-11T10:01:16.710Z,19.3866666666667,-155.291166666667,1.77,3.31,ml,25,41,,0.38,hv,hv70396796,2023-08-29T22:16:14.180Z,"8 km SW of Volcano, Hawaii",earthquake,0.34,0.33,0.110501210332647,9,reviewed,hv,hv
2018-07-12T16:02:36.370Z,19.4136667,-155.2645,0.15,3.31,ml,25,83,0.004638,0.11,hv,hv70412722,2021-07-14T21:00:48.930Z,"4 km SW of Volcano, Hawaii",earthquake,0.11,0.11,0.18,24,reviewed,hv,hv
2018-07-13T15:20:53.140Z,19.4,-155.2691667,0.26,3.31,ml,40,45,0.003437,0.09,hv,hv70417102,2019-04-17T02:09:54.660Z,"6 km SW of Volcano, Hawaii",earthquake,0.1,0.08,0.217,15,reviewed,hv,hv
2018-07-21T00:28:01.390Z,19.3973333,-155.2761667,0.22,3.31,ml,43,40,0.003082,0.11,hv,hv70452567,2018-10-04T14:15:28.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.1,0.1,0.173,35,reviewed,hv,hv
2018-07-21T12:09:40.200Z,19.3296666666667,-155.184166666667,5.25,3.31,ml,23,89,,0.17,hv,hv70454947,2023-10-17T00:55:26.280Z,"13 km SSE of Volcano, Hawaii",earthquake,0.31,1.14,0.218950306815518,6,reviewed,hv,hv
2018-07-26T18:45:59.760Z,19.4158333,-155.2703333,0.5,3.31,ml,18,59,0.01055,0.12,hv,hv70570052,2018-08-30T23:58:22.720Z,"4 km SW of Volcano, Hawaii",earthquake,0.15,0.2,0.14,7,reviewed,hv,hv
2018-07-28T09:51:57.080Z,19.4161667,-155.2755,0.42,3.31,ml,37,41,0.008249,0.12,hv,hv70487992,2018-10-09T16:43:25.040Z,"5 km SW of Volcano, Hawaii",earthquake,0.13,0.12,0.146,39,reviewed,hv,hv
2018-07-29T12:25:50.690Z,19.4178333,-155.2731667,0.63,3.31,ml,26,49,0.008053,0.1,hv,hv70493182,2019-01-31T01:05:26.888Z,"4 km SW of Volcano, Hawaii",earthquake,0.13,0.11,0.156,16,reviewed,hv,hv
2018-07-11T04:54:40.960Z,19.4143333,-155.2635,0.32,3.3,ml,26,83,0.004085,0.1,hv,hv70395676,2018-10-02T16:40:33.040Z,"4 km SW of Volcano, Hawaii",earthquake,0.11,0.1,0.164,17,reviewed,hv,hv
2018-07-12T21:02:45.820Z,19.4835,-155.232,2.74,3.3,ml,14,327,,0.23,hv,hv70413682,2023-09-06T23:13:17.370Z,"Island of Hawaii, Hawaii",earthquake,1.65,31.61,0.240811909775867,11,reviewed,hv,hv
2018-07-13T23:05:16.320Z,19.3961667,-155.2883333,0.93,3.3,ml,43,39,0.008134,0.11,hv,hv70418622,2018-10-02T16:40:40.040Z,"7 km SW of Volcano, Hawaii",earthquake,0.13,0.12,0.157,42,reviewed,hv,hv
2018-07-15T06:59:25.480Z,19.4121667,-155.2765,1.12,3.3,ml,36,41,0.009016,0.1,hv,hv70425237,2018-10-02T16:40:45.040Z,"5 km SW of Volcano, Hawaii",earthquake,0.14,0.09,0.213,46,reviewed,hv,hv
2018-07-15T07:03:04.110Z,19.3955,-155.2806667,-0.04,3.3,ml,26,40,0.006631,0.13,hv,hv70425252,2018-10-02T16:40:42.040Z,"7 km SW of Volcano, Hawaii",earthquake,0.12,0.14,0.193,31,reviewed,hv,hv
2018-07-16T18:14:44.420Z,19.3998333333333,-155.288666666667,1.01,3.3,ml,27,37,,0.07,hv,hv70432182,2022-04-06T21:10:05.360Z,"7 km SW of Volcano, Hawaii",earthquake,0.14,0.13,0.100356071333174,14,reviewed,hv,hv
2018-07-19T19:15:39.900Z,19.4001667,-155.2786667,0.15,3.3,ml,29,36,0.006729,0.1,hv,hv70446742,2018-10-04T14:15:27.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.13,0.17,0.18,45,reviewed,hv,hv
2018-07-31T14:42:39.080Z,19.4125,-155.266,0.4,3.3,ml,,68,0.006,0.37,us,us2000gi84,2018-10-16T15:34:09.040Z,"4 km SW of Volcano, Hawaii",earthquake,0.5,3.5,0.211,51,reviewed,hv,hv
2018-08-01T18:20:39.930Z,19.4076667,-155.2841667,1.13,3.3,ml,40,23,0.009943,0.1,hv,hv70508567,2018-10-16T15:34:10.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.14,0.11,0.156,41,reviewed,hv,hv
2018-08-03T22:48:07.320Z,19.3976666666667,-155.274333333333,1.32,3.3,ml,37,38,,0.1,hv,hv70518267,2022-05-25T00:51:13.160Z,"6 km SW of Volcano, Hawaii",earthquake,0.16,0.13,0.145016524189618,14,reviewed,hv,hv
2018-09-05T15:30:53.470Z,19.3526667,-155.084,6.95,3.3,ml,57,155,0.03535,0.1,hv,hv70578777,2022-08-08T07:51:52.280Z,"13 km SSE of Fern Forest, Hawaii",earthquake,0.38,0.27,0.137,54,reviewed,hv,hv
2018-07-31T14:42:39.110Z,19.4123333,-155.2623333,0.28,3.29,ml,45,36,0.002331,0.13,hv,hv70503132,2021-03-01T21:48:39.339Z,"4 km SW of Volcano, Hawaii",earthquake,0.14,0.11,0.2,50,reviewed,hv,hv
2018-10-09T03:29:58.000Z,19.2025,-155.4608333,32.81,3.29,ml,47,107,0.04686,0.1,hv,hv70640052,2018-12-21T21:15:47.040Z,"1 km E of P?hala, Hawaii",earthquake,0.46,0.67,0.115,52,reviewed,hv,hv
2018-07-11T15:30:01.400Z,19.397,-155.2731667,0.25,3.29,ml,29,41,0.001685,0.1,hv,hv70397966,2019-02-13T00:19:54.150Z,"6 km SW of Volcano, Hawaii",earthquake,0.1,0.11,0.24,20,reviewed,hv,hv
2018-07-15T03:02:04.930Z,19.4158333,-155.271,-1.08,3.29,ml,35,37,0.01084,0.14,hv,hv70424432,2018-10-02T16:40:41.040Z,"4 km SW of Volcano, Hawaii",earthquake,0.08,0.15,0.181,42,reviewed,hv,hv
2018-07-16T14:22:13.240Z,19.5671666666667,-155.281166666667,10.78,3.29,ml,17,252,,0.22,hv,hv70431352,2023-09-23T02:16:27.950Z,"14 km NNW of Volcano, Hawaii",earthquake,1.64,2.74,0.133199018806947,10,reviewed,hv,hv
2018-07-18T04:19:25.970Z,19.4118333,-155.2653333,0.26,3.29,ml,32,46,0.005156,0.12,hv,hv70438947,2018-10-04T14:15:26.040Z,"4 km SW of Volcano, Hawaii",earthquake,0.13,0.13,0.113,24,reviewed,hv,hv
2018-07-19T04:34:17.680Z,19.415,-155.264,0.09,3.29,ml,32,74,0.004852,0.11,hv,hv70443767,2018-10-04T14:15:27.040Z,"4 km SW of Volcano, Hawaii",earthquake,0.14,0.1,0.159,25,reviewed,hv,hv
2018-07-27T18:40:32.690Z,19.4011666666667,-155.262333333333,0.7,3.29,ml,27,81,,0.12,hv,hv70485052,2023-11-14T00:44:43.050Z,"5 km SSW of Volcano, Hawaii",earthquake,0.14,0.11,0.256805399558174,14,reviewed,hv,hv
2018-07-29T07:28:08.030Z,19.4195,-155.2765,1,3.29,ml,54,32,0.005331,0.1,hv,hv70492172,2018-10-09T16:43:25.040Z,"5 km WSW of Volcano, Hawaii",earthquake,0.15,0.1,0.166,44,reviewed,hv,hv
2018-07-16T12:44:11.630Z,19.3955,-155.258666666667,0.2,3.28,ml,26,94,,0.22,hv,hv70431037,2023-09-22T19:28:41.820Z,"5 km SSW of Volcano, Hawaii",earthquake,0.2,0.19,0.14584302771751,11,reviewed,hv,hv
2018-07-18T11:23:27.960Z,19.4145,-155.2651667,0.36,3.28,ml,21,87,0.00554,0.09,hv,hv70440352,2018-10-04T14:15:26.040Z,"4 km SW of Volcano, Hawaii",earthquake,0.16,0.15,0.201,51,reviewed,hv,hv
2018-07-23T00:21:17.270Z,19.4013333,-155.273,1.41,3.28,ml,24,47,0.005965,0.1,hv,hv70462292,2018-10-09T16:43:21.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.21,0.17,0.131,12,reviewed,hv,hv
2018-07-27T08:50:34.570Z,19.4134998,-155.2883301,-0.8,3.28,ml,22,56,0.01511,0.34,hv,hv70483112,2018-07-27T08:56:19.720Z,"6 km WSW of Volcano, Hawaii",earthquake,0.61,0.39,3.37,35,automatic,hv,hv
2018-08-01T20:26:00.960Z,19.4171667,-155.2765,0.89,3.28,ml,51,31,0.007187,0.09,hv,hv70508977,2018-10-16T15:34:10.040Z,"5 km WSW of Volcano, Hawaii",earthquake,0.14,0.1,0.191,47,reviewed,hv,hv
2018-08-04T07:22:34.630Z,19.3991667,-155.2788333,-0.36,3.28,ml,43,37,0.006187,0.14,hv,hv70519887,2018-10-16T15:34:08.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.1,0.13,0.166,51,reviewed,hv,hv
2018-07-31T05:38:42.070Z,19.4163333,-155.2785,0.91,3.27,ml,48,34,0.005445,0.12,hv,hv70501217,2018-10-16T15:34:09.040Z,"5 km WSW of Volcano, Hawaii",earthquake,0.16,0.12,0.177,44,reviewed,hv,hv
2018-07-31T10:27:07.020Z,19.3996667,-155.2665,0.29,3.27,ml,23,66,0.001485,0.11,hv,hv70502217,2018-10-16T15:34:09.040Z,"5 km SW of Volcano, Hawaii",earthquake,0.16,0.14,0.135,13,reviewed,hv,hv
2018-08-01T15:44:06.270Z,19.4431666666667,-155.23,-1.1,3.27,ml,21,205,,0.45,hv,hv70508052,2023-12-12T01:34:15.850Z,"0 km E of Volcano, Hawaii",earthquake,0.63,0.51,0.261988309684486,7,reviewed,hv,hv
2018-08-04T07:26:19.410Z,19.4083333333333,-155.2625,1.48,3.27,ml,26,51,,0.09,hv,hv70519897,2022-05-24T20:53:22.050Z,"4 km SW of Volcano, Hawaii",earthquake,0.18,0.18,0.120276296992737,11,reviewed,hv,hv
2018-07-11T03:17:58.090Z,19.4135,-155.2626667,0.48,3.27,ml,32,77,0.002985,0.13,hv,hv70395341,2018-10-02T16:40:33.040Z,"4 km SW of Volcano, Hawaii",earthquake,0.14,0.11,0.203,24,reviewed,hv,hv
